country_code	partner_type	partner_code	partner_name	insertion_order_id	insertion_order_name	campaign_id	campaign_name	ad_id	ad_name	advertiser_id	advertiser_name	dsp_code	dsp_name	line_item_id	line_item_name	line_item_type	creative_id	creative_name	creative_size	creative_type	cm_placement_id	placement_id	placement_name	inventory_source_id	inventory_source_name	inventory_source_type	ssp_code	ssp_name	publisher_id	publisher_name	conversion_pixel_id	conversion_pixel_name	package_id	package_name	exchange_id	exchange_name	industry_id	industry_name	sub_industry_name	market	pricing_model	channel_type	device_type	browser	operating_system	carrier	tracking_id	tracking_name	data_type	data_unique_identifier	data_provider_id	data_provider_name	click_thru_url	city	region	dma	country	zip_code	currency	event_datetime	impression_datetime	conversion_datetime	premium	ad_position	impressions	billable_impressions	data_impressions	viewable_impressions	measurable_impressions	clicks	conversions	interactions	interaction_time	post_click_conversions	post_view_conversions	media_cost	media_cost_tax	cpm_fee	data_cost	data_cost_tax	ad_serving_fee	ad_serving_fee_tax	cdn_fee	cdn_fee_tax	platform_fee_tax	platform_fee	agency_fee	agency_fee_tax	total_media_cost	total_cost	revenue	revenue_ecpm	profit	profit_margin	cpm	cpa	cpc	ecpm	ecpa	ecpc	ctr	cpm_rate	cpcv	roi	viewability_impressions_cost	viewability_impressions_cost_tax	rich_media_cost	rich_media_cost_tax	dynamic_creative_cost	dynamic_creative_cost_tax	verification_cost	verification_cost_tax	video_view_rate	video_average_view_time	video_completions	video_plays	video_quartile_view_0	video_quartile_view_25	video_quartile_view_50	video_quartile_view_75	video_quartile_view_100	agency_id	agency_name	campaign_start_date	campaign_end_date
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/21/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/22/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/23/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/24/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/25/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/26/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/27/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/28/2016					2					2																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					2/29/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/1/2016					94					2																															2.127659575																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/2/2016					487					2																															0.410677618																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/3/2016					1057					3																															0.283822138																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/4/2016					1084					1																															0.092250923																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/5/2016					1056					4																															0.378787879																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/6/2016					1075					3																															0.279069767																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/7/2016					835					2																															0.239520958																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/8/2016					157					2																															1.27388535																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/9/2016					961					1																															0.104058273																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/10/2016					978					1																															0.102249489																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/11/2016					267					1																															0.374531835																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/12/2016					12					2																															16.66666667																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_Dallas_Catering/Nuggets-2.15-3.13														16700677		15s - Chick-Fil-A - Dallas - Tablet 																																					3/13/2016					11					1																															9.090909091																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/15/2016					59					2																															3.389830509																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/16/2016					62					4																															6.451612903																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/17/2016					54					1																															1.851851852																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/18/2016					101					1																															0.99009901																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/19/2016					102					1																															0.980392157																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/20/2016					96					2																															2.083333333																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/21/2016					101					1																															0.99009901																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/22/2016					77					1																															1.298701299																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/23/2016					82					1																															1.219512195																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/24/2016					50					1																															2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/25/2016					50					1																															2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/26/2016					54					1																															1.851851852																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/27/2016					49					1																															2.040816327																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/28/2016					20					1																															5																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/29/2016					16					1																															6.25																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					3/30/2016					11					2																															18.18181818																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/8/2016					34					7																															20.58823529																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/9/2016					37					1																															2.702702703																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/10/2016					29					2																															6.896551724																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/11/2016					29					1																															3.448275862																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/12/2016					18					1																															5.555555556																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/13/2016					1					1																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/14/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/15/2016					1					1																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/16/2016					1					1																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/17/2016					1					1																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/18/2016					1					1																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/19/2016					40					1																															2.5																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/20/2016					30					2																															6.666666667																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/21/2016					28					3																															10.71428571																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/22/2016					31					6																															19.35483871																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/23/2016					30					3																															10																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/24/2016					33					3																															9.090909091																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/25/2016					33					3																															9.090909091																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/26/2016					27					3																															11.11111111																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/27/2016					30					3																															10																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/28/2016					28					3																															10.71428571																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/29/2016					32					3																															9.375																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - Dallas_SW Salad-3.14-5.31														16988902		15s - Chick-Fil-A - Dallas - Tablet 																																					4/30/2016					32					3																															9.375																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/16/2016					0					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/17/2016					11					8																															72.72727273																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/18/2016					3					3																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/19/2016					72					5																															6.944444444																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/20/2016					73					5																															6.849315069																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/21/2016					70					3																															4.285714286																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/22/2016					70					3																															4.285714286																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/23/2016					121					6																															4.958677686																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/24/2016					15					5																															33.33333333																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/25/2016					38					5																															13.15789474																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/26/2016					426					4																															0.938967136																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/27/2016					594					3																															0.505050505																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/28/2016					588					3																															0.510204082																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					2/29/2016					511					3																															0.587084149																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/1/2016					168					3																															1.785714286																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/2/2016					403					6																															1.488833747																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/3/2016					799					4																															0.500625782																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/4/2016					1006					5																															0.497017893																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/5/2016					1326					5																															0.377073907																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/6/2016					1329					5																															0.376222724																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/7/2016					1872					6																															0.320512821																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/8/2016					404					3																															0.742574257																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/9/2016					978					4																															0.408997955																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/10/2016					643					1																															0.155520995																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														"16700679, 16988782"		15s - Chick-Fil-A - Florida - Desktop 																																					3/11/2016					802					2																															0.249376559																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/12/2016					1821					3																															0.164744646																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/13/2016					2138					2																															0.09354537																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														"16700679, 16988782"		15s - Chick-Fil-A - Florida - Desktop 																																					3/14/2016					0					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/15/2016					2					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A_SW Florida_Catering/Nuggets-2.15-3.13														16700679		15s - Chick-Fil-A - Florida - Desktop 																																					3/16/2016					0					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/17/2016					4					4																															100																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/18/2016					190					1																															0.52631579																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/19/2016					500					1																															0.2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/20/2016					501					1																															0.199600798																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/21/2016					501					1																															0.199600798																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/22/2016					500					1																															0.2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/23/2016					642					1																															0.15576324																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/24/2016					522					1																															0.191570881																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/25/2016					506					3																															0.592885376																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/26/2016					653					1																															0.153139357																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/27/2016					302					2																															0.662251656																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/28/2016					285					2																															0.701754386																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/29/2016					294					2																															0.680272109																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/30/2016					265					1																															0.377358491																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					3/31/2016					160					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/1/2016					26					1																															3.846153846																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/2/2016					416					1																															0.240384615																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/3/2016					351					1																															0.284900285																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/4/2016					269					1																															0.371747212																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/5/2016					88					1																															1.136363636																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/6/2016					49					1																															2.040816327																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/7/2016					36					4																															11.11111111																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/8/2016					38					1																															2.631578947																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/9/2016					50					1																															2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/10/2016					50					2																															4																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/11/2016					11					0																															0																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/12/2016					19					8																															42.10526316																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/13/2016					13					2																															15.38461538																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/14/2016					78					2																															2.564102564																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/15/2016					50					1																															2																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/16/2016					49					2																															4.081632653																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/17/2016					78					2																															2.564102564																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/18/2016					54					1																															1.851851852																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/19/2016					74					1																															1.351351351																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/20/2016					72					2																															2.777777778																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/21/2016					79					4																															5.063291139																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/22/2016					73					3																															4.109589041																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/23/2016					82					3																															3.658536585																								
US	FPA	SPEC	Specific Media				Chick-Fil-A - Pre-roll - SW Florida_SW Salad-3.14-5.31														16988782		15s - Chick-Fil-A - Florida - Desktop 																																					4/24/2016					80					3																															3.75																								
